"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001819","GO:0001819","positive regulation of cytokine production","201/4203","462/13465",0.435064935064935,1.39380189166056,5.80218220336974,1.06225606859926e-08,4.12084537545271e-06,3.68248770447742e-06,"SCRIB/TRIM56/B2M/TAB1/MAVS/AGPAT1/HSPB1/LURAP1/PTPRC/HRAS/TLR8/ZNF580/TLR1/CD58/TGFB1/CCDC88B/PNP/GPR65/ABL1/SPHK2/IL1B/IRF4/GBP5/IRF3/IL17RC/FCGR1A/KPNA2/TLR2/CD80/RIPK2/RARA/JAK2/TNFRSF14/TICAM1/CHUK/HLA-DPA1/FCGR2A/ATP6AP2/CLEC7A/CD86/FRMD8/SLAMF1/BANF1/MALT1/SLAMF6/BSG/CLEC4E/KAT2A/DENND1B/KLHL22/ZCCHC3/FCER1G/POU2AF1/HIF1A/CD83/MCOLN2/XBP1/CYBB/CRTAM/IFNGR1/HAVCR2/LILRA5/ELANE/TXK/C3AR1/ITK/CCR2/CLEC6A/PTPRJ/IL6/UCN/TBK1/AIM2/CASP1/CD2/STAT1/IL10/CHI3L1/CD274/TLR7/CD244/TIGIT/NLRC4/PIK3CG/SPON2/LBP/LY96/TLR6/TYK2/PTGS2/CD276/SPTBN1/AFAP1L2/FCGR3A/GLMN/IFNG/TLR4/TANK/CCL3/IRAK1/CX3CL1/TMEM106A/FCGR2B/LUM/AGER/FCN1/ZFPM1/AGPAT2/FFAR2/NFATC4/NOD1/XCL1/BTK/IL7/IDO1/HLA-DPB1/HGF/IL17D/TRAF3IP3/IL18/LY9/TRAF2/CD28/GSDMD/MAPK11/POSTN/F2RL1/ADRA2A/MYB/IL18R1/AIRE/CARD9/PLCG2/F2R/GPRC5B/KLRK1/HPSE/MMP12/IL23R/BATF/IL21/LAPTM5/WNT11/CD226/CLEC12A/SORL1/AIF1/CD3E/IRF1/CLNK/BCL3/SPHK1/IL27RA/TYROBP/CLECL1/IL12A/PTPN22/NLRP2/IRF8/LTB/AKAP12/CD40LG/CD55/LTA/IRF7/KIT/C1QTNF4/IL12RB1/IL12RB2/TNF/PAEP/IL26/CCL19/SLC7A5/EGR1/IL1A/TBX21/CLEC9A/CD6/OSM/ADAM8/IGHD/IL1RL1/IL12B/NOX5/HMSD/CLEC5A/NLRP10/ADCYAP1/PANX2/IL23A/ABCC8/NOS2/CCR7/EREG/RNF39/CRLF2/WNT3A/MMP8/SAA1/TMIGD2",201
"GO:0050863","GO:0050863","regulation of T cell activation","165/4203","366/13465",0.450819672131148,1.44427477640873,5.80480301697491,1.18287188757704e-08,4.30195719613174e-06,3.84433363462537e-06,"SCRIB/SMARCC2/EFNB1/B2M/BRD4/SART1/CR1/SLC4A2/MAD1L1/PTPN2/ITPKB/HLX/IGF2/PTPRC/SOX13/TFRC/DLG5/ZMIZ1/ERBB2/HLA-DRA/TGFB1/CCDC88B/PNP/GPR65/ABL1/IL1B/SMARCA4/IRF4/LAX1/HLA-DQA1/SOX12/TNFSF13B/SMAD7/CYP26B1/CD80/RIPK2/RARA/JAK2/TNFRSF14/PLA2G2D/NCK1/HLA-DPA1/ICOS/BAD/CASP3/CD86/SLAMF1/BTLA/CTLA4/MALT1/KAT2A/KLHL22/PAG1/IL7R/AP3D1/LYN/IL2RG/HLA-DMB/CD83/RASGRP1/PDCD1LG2/MAPK3/XBP1/MAPK8IP1/CRTAM/HAVCR2/CCR2/IL6/CD2/IL10/CD274/TIGIT/PRDM1/FANCD2/SIRPG/TYK2/HLA-DOB/CD276/GLI2/CD27/GLMN/IFNG/TOX/KLHL25/BTN2A2/LEF1/HLA-DMA/AGER/SRC/IL2RA/VSIG4/XCL1/ZBTB16/IL7/IDO1/CCL2/HLA-DPB1/BCL6/ZEB1/DOCK8/SHB/IL18/CD69/CD28/HLA-DQB2/HLA-DOA/CCL5/HLA-DQB1/SIT1/RHOH/SMARCD3/ARG1/KLRK1/IL23R/ICOSLG/BATF/IL21/LAPTM5/DTX1/IGFBP2/CAMK4/LCK/AIF1/PAWR/CD3E/IRF1/TNFRSF13C/CLECL1/RAC2/IL12A/PTPN22/ZAP70/TNFSF14/HLA-DRB1/CD40LG/BMP4/CD55/VCAM1/ARG2/LRRC32/CLC/WNT10B/IL4I1/LILRB4/IL12RB1/HLA-DRB4/CTSG/TESPA1/SPINK5/CCL19/IL1A/TBX21/CD6/JAK3/ADAM8/TSPAN32/IL12B/TNFRSF9/ADORA2A/IL23A/CCR7/HLA-DQA2/ZNF683/TMIGD2/DAPL1",165
"GO:0046631","GO:0046631","alpha-beta T cell activation","95/4203","187/13465",0.508021390374332,1.62752986471339,5.82107544923904,1.59018895400484e-08,5.44312324903185e-06,4.86410738872068e-06,"GPR183/BRD4/ARMC5/SLC4A2/ITPKB/HLX/PTPRC/HLA-DRA/PNP/GPR65/ABL1/IRF4/SMAD7/CD80/RIPK2/CLEC2B/RARA/CLEC4A/JAK2/TNFRSF14/PLA2G2D/ICOS/ENTPD7/CD86/MALT1/SLAMF6/AP3D1/IL2RG/CD83/MAPK8IP1/CRTAM/ITK/CCR2/IL6/TBK1/MEN1/TCIRG1/FOSL2/CD3D/CD274/PRDM1/TYK2/IFNG/TLR4/TOX/KLHL25/LEF1/AGER/IL2RA/ZFPM1/XCL1/ZBTB16/GPR18/EOMES/BCL6/KLRF1/SHB/IL18/LY9/CD69/CD28/TRAC/MYB/IL18R1/CD247/IL23R/ICOSLG/BCL11B/BATF/IL21/DOCK2/CD3E/IRF1/NKG7/BCL3/IL12A/ZAP70/HLA-DRB1/CD3G/CD55/ARG2/STAT4/LILRB4/IL12RB1/IL12RB2/NCR3/CCL19/TBX21/JAK3/IL12B/ADORA2A/IL23A/PRR7/ZNF683/DAPL1",95
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","140/4203","302/13465",0.463576158940397,1.4851422745973,5.74393489941365,1.82485132942092e-08,5.8993388255002e-06,5.27179272943822e-06,"IGHG1/CR1/STK11/IRAK4/PTPN2/DAB2IP/FPR1/ZNRF1/PTPRC/RBCK1/HRAS/BCAR1/TLR1/FPR2/MNDA/GDI1/ECSIT/ABL1/LAX1/IRF3/TLR2/TRIL/NMI/RIPK2/IKBKG/CD53/NCK1/TICAM1/CHUK/CLEC7A/CD79A/CTLA4/MALT1/LPXN/CACNB3/DENND1B/LYN/PLA2G6/FCER1G/VAV2/LIPA/NR1D1/GBP1/TXK/FCRL3/KLHL6/C3AR1/ITK/CLEC6A/PTPRJ/TBK1/FPR3/TMEM126A/TRAT1/FOSL2/CD3D/LBP/LY96/TLR6/CD19/PRKCB/CD276/IFNG/TLR4/SIVA1/IRAK1/DGKZ/SLC39A10/THEMIS/BTN2A2/FCGR2B/SRC/FCN1/FFAR2/BTK/HLA-DPB1/RAB13/SHB/KLRC3/CD28/VAV3/STAP1/TRAC/HLA-DQB1/F2RL1/IGHE/CR2/PLCG2/CD72/CD247/LCP2/KLRK1/TRGC2/ICOSLG/LAT2/BLK/NFATC2/PIK3AP1/LAPTM5/BTNL8/CD226/CD8A/LCK/GCSAM/PAWR/CD3E/KLRC1/TRDC/KCNN4/CD79B/TYROBP/PTPN22/ZAP70/BTNL9/HLA-DRB1/CD3G/CD8B/SLA2/KLRC2/BLNK/KLRD1/TNIP3/C5AR2/COLEC11/SH2D1A/LILRB4/NCR3/TESPA1/CD22/SKAP1/UBASH3A/IGHD/BMX/S100A14/KLRC4/NOS2/CCR7/BTN1A1/FCN2/ZNF683",140
"GO:0042330","GO:0042330","taxis","177/4203","401/13465",0.44139650872818,1.41408612658219,5.67073220833809,2.32906587374002e-08,7.13307069436482e-06,6.37428554918321e-06,"SCRIB/PLEC/MEGF8/S100A9/GPR183/VEGFB/CSF1/PIP5K1C/PTPN2/SEMA3B/STX4/CXCR2/HSPB1/TNFAIP6/PLEKHG5/CXCR1/FPR1/CCL18/HRAS/TRPM4/TSC2/LSP1/BCAR1/ZNF580/CXCL10/FPR2/PDGFB/CCR10/TGFB1/CXCL13/S100A12/IL1B/S100A8/NBL1/IL17RC/CXCL9/SEMA6C/ROBO3/LTB4R2/PLXNA3/SEMA4C/ARHGEF16/PROK2/CCRL2/SLAMF1/CXCL11/BSG/CCL4/PPM1F/SRP54/BST1/FGFR1/LYN/PLA2G6/FCER1G/CTTN/CXCR6/MAPK3/AMOT/CXCL5/ELANE/C3AR1/ENPP2/CCR2/PTPRJ/IL6/SLAMF8/SEMA4F/CCL7/GAS6/IL10/FPR3/PTPRO/CCL20/CXCR4/VEGFA/PIK3CG/LBP/CORO1B/CCL8/CCL13/SEMA5B/CH25H/NOVA2/CXCL1/RAC3/CYP7B1/CKLF/PLXNB3/CCL3/CX3CL1/CCR1/CCR4/LEF1/HSD3B7/RNASE2/AGER/PLA2G7/FFAR2/XCL1/GPR18/CCL2/XCL2/RIN3/HGF/CCL23/RAB13/CCR5/VAV3/CXCL3/NOTCH1/STAP1/SEMA4B/CCL5/ARHGEF5/F2RL1/ALOX5/CYSLTR1/BIN2/KLRK1/CXCL2/DOCK2/SEMA4G/SEMA3G/PTGDR2/AIF1/PF4V1/CXADR/NTN1/PDGFRB/ITGA2/ARTN/SEMA3C/PTAFR/TREM1/RAC2/IL12A/TNFSF14/SLIT3/P2RY12/BMP4/VCAM1/CCL17/CCR6/MSMP/DPEP1/EPHA2/CCL3L1/IL34/C5AR2/SUCNR1/ECSCR/PIK3C2G/KIT/CMTM2/CTSG/CCL3L3/CCL19/FGF8/SERPIND1/ADAM8/NR4A1/SEMA6B/S100A14/OPN4/CXCR3/RNASE3/NTF3/IL23A/CCR7/WNT3A/FLRT3/SAA1/CCL24/CCL25/DSCAM/DEFA1",177
"GO:0030217","GO:0030217","T cell differentiation","140/4203","304/13465",0.460526315789474,1.47537160173811,5.6472880363166,3.04358762425853e-08,8.85531819278019e-06,7.91332782307217e-06,"GPR183/SMARCC2/B2M/BRD4/SART1/CR1/ARMC5/SLC4A2/STK11/PTPN2/ITPKB/NCAPH2/HLX/PTPRC/SOX13/ZMIZ1/ERBB2/HLA-DRA/TGFB1/PNP/GPR65/ABL1/IL1B/SMARCA4/IRF4/SOX12/SMAD7/CYP26B1/CD80/RIPK2/RARA/JAK2/PLA2G2D/ICOS/BAD/ENTPD7/CD86/CTLA4/MALT1/ATG5/SLAMF6/CLEC4E/KAT2A/PIK3R2/CLEC4D/IL7R/AP3D1/FCER1G/IL2RG/SRF/LIPA/CD83/RASGRP1/XBP1/CRTAM/ITK/CCR2/IL6/JAG2/TBK1/IKZF3/MEN1/LFNG/CD2/TCIRG1/FOSL2/CD3D/PRDM1/FANCD2/GLI2/CD27/IFNG/TOX/KLHL25/THEMIS/BTN2A2/LEF1/IL2RA/ZFPM1/FZD7/ZBTB16/IL7/GPR18/EOMES/FZD8/BCL6/ZEB1/SHB/IL18/LY9/CD69/CD28/HLA-DOA/MYB/IL18R1/AIRE/RHOH/SMARCD3/IL23R/ICOSLG/BCL11B/BATF/IL21/DOCK2/DTX1/CAMK4/CD8A/LCK/CD3E/KLRC1/IRF1/BCL3/IL12A/PTPN22/ZAP70/HLA-DRB1/CD3G/BMP4/CCR6/STAT4/WNT10B/KIT/IL4I1/LILRB4/IL12RB1/IL12RB2/TESPA1/SPINK5/CCL19/EGR1/IL1A/TBX21/JAK3/ADAM8/IL12B/TNFRSF9/IL23A/CCR7/PRR7/ZNF683",140
"GO:0006935","GO:0006935","chemotaxis","176/4203","400/13465",0.44,1.40961218177492,5.60225032882626,3.35910594416332e-08,9.30792261385064e-06,8.31778614745203e-06,"SCRIB/PLEC/MEGF8/S100A9/GPR183/VEGFB/CSF1/PIP5K1C/PTPN2/SEMA3B/STX4/CXCR2/HSPB1/TNFAIP6/PLEKHG5/CXCR1/FPR1/CCL18/HRAS/TRPM4/TSC2/LSP1/BCAR1/ZNF580/CXCL10/FPR2/PDGFB/CCR10/TGFB1/CXCL13/S100A12/IL1B/S100A8/NBL1/IL17RC/CXCL9/SEMA6C/ROBO3/LTB4R2/PLXNA3/SEMA4C/ARHGEF16/PROK2/CCRL2/SLAMF1/CXCL11/BSG/CCL4/PPM1F/SRP54/BST1/FGFR1/LYN/PLA2G6/FCER1G/CTTN/CXCR6/MAPK3/AMOT/CXCL5/ELANE/C3AR1/ENPP2/CCR2/PTPRJ/IL6/SLAMF8/SEMA4F/CCL7/GAS6/IL10/FPR3/PTPRO/CCL20/CXCR4/VEGFA/PIK3CG/LBP/CORO1B/CCL8/CCL13/SEMA5B/CH25H/NOVA2/CXCL1/RAC3/CYP7B1/CKLF/PLXNB3/CCL3/CX3CL1/CCR1/CCR4/LEF1/HSD3B7/RNASE2/AGER/PLA2G7/FFAR2/XCL1/GPR18/CCL2/XCL2/RIN3/HGF/CCL23/RAB13/CCR5/VAV3/CXCL3/NOTCH1/STAP1/SEMA4B/CCL5/ARHGEF5/F2RL1/ALOX5/CYSLTR1/BIN2/KLRK1/CXCL2/DOCK2/SEMA4G/SEMA3G/PTGDR2/AIF1/PF4V1/CXADR/NTN1/PDGFRB/ITGA2/ARTN/SEMA3C/PTAFR/TREM1/RAC2/IL12A/TNFSF14/SLIT3/P2RY12/BMP4/VCAM1/CCL17/CCR6/MSMP/DPEP1/EPHA2/CCL3L1/IL34/C5AR2/SUCNR1/ECSCR/PIK3C2G/KIT/CMTM2/CTSG/CCL3L3/CCL19/FGF8/SERPIND1/ADAM8/NR4A1/SEMA6B/S100A14/CXCR3/RNASE3/NTF3/IL23A/CCR7/WNT3A/FLRT3/SAA1/CCL24/CCL25/DSCAM/DEFA1",176
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","171/4203","387/13465",0.441860465116279,1.41557248698327,5.58786572373183,3.68402945363702e-08,9.74425790486993e-06,8.70770598132387e-06,"SCRIB/S100A9/SMARCC2/EFNB1/B2M/BRD4/SART1/SLC39A8/CR1/SLC4A2/MAD1L1/PTPN2/ITPKB/HLX/IGF2/PTPRC/SOX13/TFRC/DLG5/ZMIZ1/ERBB2/HLA-DRA/TGFB1/CCDC88B/PNP/SELL/GPR65/ABL1/ITGA4/IL1B/SMARCA4/S100A8/LAX1/HLA-DQA1/SELE/SOX12/TNFSF13B/SMAD7/GCNT1/CD80/RIPK2/RARA/JAK2/TNFRSF14/PLA2G2D/NCK1/HLA-DPA1/ICOS/BAD/CASP3/CD86/SLAMF1/BTLA/CTLA4/MALT1/KLHL22/PAG1/PODXL2/IL7R/AP3D1/LYN/IL2RG/HLA-DMB/CD83/RASGRP1/PDCD1LG2/MAPK3/XBP1/CRTAM/HAVCR2/ELANE/CCR2/IL6/IL10/CD274/TIGIT/SIRPG/TYK2/CHST2/HLA-DOB/CD276/GLI2/CD27/GLMN/IFNG/IRAK1/KLHL25/BTN2A2/LEF1/HLA-DMA/AGER/SRC/IL2RA/VSIG4/XCL1/ZBTB16/IL7/IDO1/CCL2/HLA-DPB1/BCL6/DOCK8/SHB/IL18/CD69/CD28/CERCAM/HLA-DQB2/HLA-DOA/CCL5/HLA-DQB1/ALOX5/RHOH/SMARCD3/ARG1/KLRK1/IL23R/ICOSLG/IL21/LAPTM5/DTX1/IGFBP2/LCK/AIF1/PAWR/CD3E/IRF1/ITGAL/TNFRSF13C/LRG1/CLECL1/RAC2/IL12A/PTPN22/ZAP70/TNFSF14/HLA-DRB1/CD40LG/BMP4/CD55/VCAM1/ARG2/LRRC32/WNT10B/IL4I1/LILRB4/IL12RB1/TNF/ITGB7/HLA-DRB4/OLR1/CTSG/TESPA1/CCL19/ADTRP/IL1A/TBX21/CD6/SKAP1/JAK3/ADAM8/TSPAN32/CD177/IL12B/ADORA2A/IL23A/CCR7/HLA-DQA2/TMIGD2/CCL25/DAPL1",171
"GO:0032609","GO:0032609","type II interferon production","61/4203","108/13465",0.564814814814815,1.8094769168407,5.68952803551025,4.41443039177513e-08,1.07031543540581e-05,9.56459918217945e-06,"SCRIB/CR1/HRAS/TLR8/ABL1/IL1B/RIPK2/RARA/JAK2/HLA-DPA1/CLEC7A/SLAMF1/SLAMF6/INHA/PDCD1LG2/CRTAM/HAVCR2/TXK/CCR2/CD2/GAS6/IL10/AXL/CD274/TLR7/CD244/TYK2/CD276/TLR4/ZFPM1/CD96/XCL1/HLA-DPB1/IL18/F2RL1/IL18R1/KLRK1/IL23R/IL21/LAPTM5/CD226/CD3E/BCL3/IL27RA/IL12A/PTPN22/IRF8/HLA-DRB1/LTA/LILRB4/IL12RB1/IL12RB2/TNF/SLC7A5/IL1RL1/IL12B/IL36RN/HMSD/IL23A/CCR7/ZNF683",61
"GO:0032649","GO:0032649","regulation of type II interferon production","61/4203","108/13465",0.564814814814815,1.8094769168407,5.68952803551025,4.41443039177513e-08,1.07031543540581e-05,9.56459918217945e-06,"SCRIB/CR1/HRAS/TLR8/ABL1/IL1B/RIPK2/RARA/JAK2/HLA-DPA1/CLEC7A/SLAMF1/SLAMF6/INHA/PDCD1LG2/CRTAM/HAVCR2/TXK/CCR2/CD2/GAS6/IL10/AXL/CD274/TLR7/CD244/TYK2/CD276/TLR4/ZFPM1/CD96/XCL1/HLA-DPB1/IL18/F2RL1/IL18R1/KLRK1/IL23R/IL21/LAPTM5/CD226/CD3E/BCL3/IL27RA/IL12A/PTPN22/IRF8/HLA-DRB1/LTA/LILRB4/IL12RB1/IL12RB2/TNF/SLC7A5/IL1RL1/IL12B/IL36RN/HMSD/IL23A/CCR7/ZNF683",61
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","159/4203","356/13465",0.446629213483146,1.43084995468726,5.54984209930371,4.688486319265e-08,1.09129207567212e-05,9.75205154407119e-06,"SCRIB/SMARCC2/EFNB1/B2M/BRD4/SART1/CR1/SLC4A2/MAD1L1/PTPN2/ITPKB/HLX/IGF2/PTPRC/SOX13/TFRC/DLG5/ZMIZ1/ERBB2/HLA-DRA/TGFB1/CCDC88B/PNP/GPR65/ABL1/ITGA4/IL1B/SMARCA4/LAX1/HLA-DQA1/SELE/SOX12/TNFSF13B/SMAD7/GCNT1/CD80/RIPK2/RARA/JAK2/TNFRSF14/PLA2G2D/NCK1/HLA-DPA1/ICOS/BAD/CASP3/CD86/SLAMF1/BTLA/CTLA4/MALT1/KLHL22/PAG1/IL7R/AP3D1/LYN/IL2RG/HLA-DMB/CD83/RASGRP1/PDCD1LG2/MAPK3/XBP1/CRTAM/HAVCR2/ELANE/CCR2/IL6/IL10/CD274/TIGIT/SIRPG/TYK2/CHST2/HLA-DOB/CD276/GLI2/CD27/GLMN/IFNG/IRAK1/KLHL25/BTN2A2/LEF1/HLA-DMA/AGER/SRC/IL2RA/VSIG4/XCL1/ZBTB16/IL7/IDO1/CCL2/HLA-DPB1/BCL6/DOCK8/SHB/IL18/CD69/CD28/HLA-DQB2/HLA-DOA/CCL5/HLA-DQB1/ALOX5/RHOH/SMARCD3/ARG1/KLRK1/IL23R/ICOSLG/IL21/LAPTM5/DTX1/IGFBP2/LCK/AIF1/PAWR/CD3E/IRF1/TNFRSF13C/CLECL1/IL12A/PTPN22/ZAP70/TNFSF14/HLA-DRB1/CD40LG/BMP4/CD55/VCAM1/ARG2/LRRC32/WNT10B/IL4I1/LILRB4/IL12RB1/TNF/HLA-DRB4/CTSG/TESPA1/CCL19/ADTRP/IL1A/TBX21/CD6/SKAP1/JAK3/ADAM8/TSPAN32/IL12B/ADORA2A/IL23A/CCR7/HLA-DQA2/TMIGD2/CCL25/DAPL1",159
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","79/4203","151/13465",0.52317880794702,1.6760891384741,5.62797959858448,4.97600342765317e-08,1.11366784405822e-05,9.95200685530633e-06,"GPR183/EFNB1/CSF1/IGF2/PTPRC/TFRC/CCDC88B/PNP/IL1B/TNFSF13B/CD80/RIPK2/JAK2/NCK1/TICAM1/HLA-DPA1/CD86/SLAMF1/BST1/ATAD5/LYN/HLA-DMB/PDCD1LG2/MAPK3/CLCF1/HAVCR2/FCRL3/CCR2/IL6/FLT3LG/CD274/ZNF335/TYK2/CD276/FCGR3A/TLR4/SLC39A10/TCF3/AGER/IL2RA/XCL1/BTK/IL7/HLA-DPB1/IRS2/BCL6/IL18/CD28/VAV3/CCL5/CSF2RA/IL23R/ICOSLG/NFATC2/IL21/IGFBP2/AIF1/CD3E/IL5RA/TNFRSF13C/CLECL1/RAC2/IL12A/PRLR/ZAP70/CD40LG/CD55/VCAM1/IL34/KIT/IL12RB1/CCL19/TAC1/IL1A/CD6/IL12B/IL23A/WNT3A/TMIGD2",79
"GO:0042113","GO:0042113","B cell activation","116/4203","244/13465",0.475409836065574,1.52305340057648,5.55422090445535,5.56616848493222e-08,1.19961238569706e-05,1.07200281932028e-05,"HDAC5/GPR183/ZBTB7A/CR1/PTPN2/FCRL5/PKN1/HDAC4/PTPRC/TFRC/MZB1/MNDA/TGFB1/ABL1/DDRGK1/ITGA4/LAX1/DLL1/TNFSF13B/ERCC1/TICAM1/ID2/EZH2/SAMSN1/BAD/CASP3/CD86/CD79A/CTLA4/MALT1/CD180/PIK3R2/DOCK10/ATM/BST1/ATAD5/IL7R/LYN/IL2RG/INHA/POU2AF1/RASGRP1/PPP2R3C/DNAJB9/XBP1/AKAP17A/CLCF1/FCRL3/EXO1/PTPRJ/IL6/SLAMF8/FLT3LG/IKZF3/LFNG/IL10/HMGB3/TCIRG1/FOSL2/TPD52/CD19/PRKCB/SPIB/CD27/TLR4/POLM/SLC39A10/LEF1/TCF3/FZD9/FCGR2B/GAPT/BTK/IL7/IRS2/BCL6/SHB/CD28/VAV3/MYB/IGHE/CR2/PLCG2/ICOSLG/LAT2/NFATC2/BATF/IL21/LAPTM5/CFB/PAWR/SYVN1/CD79B/BCL3/IL27RA/TYROBP/TNFRSF13C/PRLR/ZAP70/TNFRSF13B/IRF8/TBC1D10C/CD40LG/VCAM1/CCR6/BLNK/KIT/IL4I1/FLT3/CD22/TBX21/JAK3/CHRNA4/IFNE/WNT3A/AICDA",116
"GO:0042100","GO:0042100","B cell proliferation","49/4203","82/13465",0.597560975609756,1.91438461493823,5.5946568688161,8.41448910993292e-08,1.74871114752499e-05,1.56269083470183e-05,"GPR183/PKN1/PTPRC/TFRC/MZB1/MNDA/ABL1/TNFSF13B/TICAM1/CASP3/CD79A/CTLA4/CD180/ATM/BST1/ATAD5/IL7R/LYN/RASGRP1/CLCF1/FCRL3/IKZF3/IL10/FOSL2/CD19/TLR4/SLC39A10/LEF1/TCF3/FCGR2B/GAPT/BTK/IL7/IRS2/BCL6/SHB/VAV3/IGHE/CR2/NFATC2/IL21/PAWR/TYROBP/TNFRSF13C/PRLR/TNFRSF13B/CD40LG/CD22/WNT3A",49
"GO:0032729","GO:0032729","positive regulation of type II interferon production","44/4203","72/13465",0.611111111111111,1.95779469690961,5.48926377109023,1.53397100582225e-07,3.07799216651024e-05,2.75056870009507e-05,"SCRIB/HRAS/TLR8/ABL1/IL1B/RIPK2/JAK2/HLA-DPA1/CLEC7A/SLAMF1/SLAMF6/CRTAM/HAVCR2/TXK/CCR2/CD2/TLR7/CD244/TYK2/CD276/TLR4/ZFPM1/HLA-DPB1/IL18/F2RL1/IL18R1/KLRK1/IL23R/IL21/CD226/CD3E/BCL3/IL27RA/IL12A/PTPN22/IRF8/LTA/IL12RB1/IL12RB2/TNF/SLC7A5/IL12B/HMSD/IL23A",44
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","72/4203","138/13465",0.521739130434783,1.67147689538528,5.34095324653222,2.21720585529242e-07,4.30064029064886e-05,3.84315681584019e-05,"GPR183/EFNB1/CSF1/IGF2/PTPRC/TFRC/CCDC88B/PNP/IL1B/TNFSF13B/CD80/RIPK2/JAK2/NCK1/TICAM1/HLA-DPA1/CD86/SLAMF1/BST1/ATAD5/HLA-DMB/PDCD1LG2/CLCF1/HAVCR2/FCRL3/CCR2/IL6/FLT3LG/CD274/ZNF335/TYK2/CD276/FCGR3A/TLR4/SLC39A10/TCF3/AGER/IL2RA/XCL1/BTK/IL7/HLA-DPB1/IRS2/BCL6/IL18/CD28/VAV3/CCL5/IL23R/ICOSLG/NFATC2/IL21/IGFBP2/AIF1/CD3E/TNFRSF13C/CLECL1/IL12A/PRLR/ZAP70/CD40LG/CD55/VCAM1/IL12RB1/CCL19/TAC1/IL1A/CD6/IL12B/IL23A/WNT3A/TMIGD2",72
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","71/4203","136/13465",0.522058823529412,1.67250108465942,5.30979821904812,2.60251394962738e-07,4.88517053963927e-05,4.36550727034271e-05,"GPR183/EFNB1/IGF2/PTPRC/TFRC/CCDC88B/PNP/IL1B/TNFSF13B/CD80/RIPK2/JAK2/NCK1/TICAM1/HLA-DPA1/CD86/SLAMF1/BST1/ATAD5/HLA-DMB/PDCD1LG2/CLCF1/HAVCR2/FCRL3/CCR2/IL6/FLT3LG/CD274/ZNF335/TYK2/CD276/FCGR3A/TLR4/SLC39A10/TCF3/AGER/IL2RA/XCL1/BTK/IL7/HLA-DPB1/IRS2/BCL6/IL18/CD28/VAV3/CCL5/IL23R/ICOSLG/NFATC2/IL21/IGFBP2/AIF1/CD3E/TNFRSF13C/CLECL1/IL12A/PRLR/ZAP70/CD40LG/CD55/VCAM1/IL12RB1/CCL19/TAC1/IL1A/CD6/IL12B/IL23A/WNT3A/TMIGD2",71
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","141/4203","316/13465",0.44620253164557,1.42948300942365,5.20424249232592,2.86909760112842e-07,5.21727466905196e-05,4.66228360183368e-05,"GPR183/SMARCC2/EFNB1/B2M/BRD4/SART1/CR1/ITPKB/HLX/IGF2/PTPRC/SOX13/TFRC/ZMIZ1/HLA-DRA/TGFB1/CCDC88B/BLOC1S3/PNP/GPR65/ABL1/DDRGK1/IL1B/SMARCA4/HLA-DQA1/SOX12/TNFSF13B/CD80/RIPK2/RARA/JAK2/TNFRSF14/NCK1/TICAM1/HLA-DPA1/ICOS/BAD/CLEC7A/CD86/SLAMF1/MALT1/BST1/KLHL22/ATAD5/IL7R/AP3D1/LYN/IL2RG/HLA-DMB/CD83/RASGRP1/PDCD1LG2/PPP2R3C/XBP1/CLCF1/HAVCR2/FCRL3/CCR2/IL6/FLT3LG/GAS6/IL10/AXL/CD274/ZNF335/SIRPG/TYK2/HLA-DOB/CD276/GLI2/CD27/FCGR3A/IFNG/TLR4/TOX/SLC39A10/KLHL25/BTN2A2/LEF1/HLA-DMA/TCF3/AGER/SRC/IL2RA/XCL1/ZBTB16/BTK/IL7/CCL2/HLA-DPB1/IRS2/BCL6/DOCK8/SHB/IL18/CD28/VAV3/HLA-DQB2/HLA-DOA/CCL5/HLA-DQB1/RHOH/SMARCD3/KLRK1/IL23R/ICOSLG/NFATC2/IL21/IGFBP2/LCK/AIF1/CD3E/TYROBP/TNFRSF13C/CLECL1/IL12A/PRLR/ZAP70/TNFSF14/HLA-DRB1/CD40LG/CD55/VCAM1/WNT10B/IL4I1/LILRB4/IL12RB1/HLA-DRB4/TESPA1/CCL19/TAC1/IL1A/TBX21/CD6/ADAM8/IL12B/IL23A/CCR7/WNT3A/HLA-DQA2/TMIGD2",141
